,Date,Time,mavlink_system_time_t.time_unix_usec,mavlink_system_time_t.time_boot_ms,mavlink_scaled_pressure_t.press_abs,mavlink_scaled_pressure_t.press_diff,mavlink_scaled_pressure_t.temperature,mavlink_power_status_t.Vcc,mavlink_power_status_t.Vservo,mavlink_attitude_t.roll,mavlink_attitude_t.pitch,mavlink_attitude_t.yaw,mavlink_attitude_t.rollspeed,mavlink_attitude_t.pitchspeed,mavlink_attitude_t.yawspeed,mavlink_ahrs_t.omegaIx,mavlink_ahrs_t.omegaIy,mavlink_ahrs_t.omegaIz,mavlink_ahrs_t.accel_weight,mavlink_ahrs_t.renorm_val,mavlink_ahrs_t.error_rp,mavlink_ahrs_t.error_yaw,mavlink_global_position_int_t.lat,mavlink_global_position_int_t.lon,mavlink_global_position_int_t.alt,mavlink_global_position_int_t.relative_alt,mavlink_global_position_int_t.vx,mavlink_global_position_int_t.vy,mavlink_global_position_int_t.vz,mavlink_wind_t.direction,mavlink_wind_t.speed,mavlink_wind_t.speed_z,mavlink_servo_output_raw_t.servo1_raw,mavlink_servo_output_raw_t.servo2_raw,mavlink_servo_output_raw_t.servo3_raw,mavlink_servo_output_raw_t.servo4_raw,mavlink_servo_output_raw_t.servo5_raw,mavlink_servo_output_raw_t.servo6_raw,mavlink_servo_output_raw_t.servo7_raw,mavlink_servo_output_raw_t.servo8_raw,mavlink_servo_output_raw_t.servo9_raw,mavlink_servo_output_raw_t.servo10_raw,mavlink_servo_output_raw_t.servo11_raw,mavlink_servo_output_raw_t.servo12_raw,mavlink_servo_output_raw_t.servo13_raw,mavlink_servo_output_raw_t.servo14_raw,mavlink_servo_output_raw_t.servo15_raw,mavlink_servo_output_raw_t.servo16_raw,mavlink_vfr_hud_t.airspeed,mavlink_vfr_hud_t.groundspeed,mavlink_vfr_hud_t.climb,mavlink_vfr_hud_t.heading,mavlink_vfr_hud_t.throttle,mavlink_gps_raw_int_t.satellites_visible,mavlink_nav_controller_output_t.nav_roll,mavlink_nav_controller_output_t.nav_pitch,mavlink_nav_controller_output_t.alt_error,mavlink_nav_controller_output_t.aspd_error,mavlink_nav_controller_output_t.xtrack_error,mavlink_nav_controller_output_t.nav_bearing,mavlink_nav_controller_output_t.target_bearing
78000,9/12/2019, 10:01:41 ,1568260000000000.0,1617773,903.367,0.8662190000000001,6112,4967,5015,0.34388559999999996,0.3058031,-2.1400200000000003,-0.07533956,-0.1259989,0.24453470000000002,-0.003259877,-0.002315852,-0.002132311,0,0,0.02103462,0.1989963,-7.0387771,106.9219959,1019060,94995,-224,-1794,-366,-175.7146,4.918704,0.0,1615,1637,1900,1406,1483,1473,0,0,0,0,0,0,0,0,0,0,13.05676,18.03019,3.584283,238,100,23,43.0,15.0,5.01,-655.9611,267.9691,27,27
78013,9/12/2019, 10:01:41 ,1568260000000000.0,1618114,903.2682,0.830918,6111,5043,4920,0.34061779999999997,0.2775933,-2.056314,-0.25635589999999997,0.06701026,0.2238576,-0.003258393,-0.002312577,-0.002123531,0,0,0.02306036,0.20661849999999998,-7.0387820,106.9219473,1020180,96114,-166,-1825,-348,-175.4639,4.9635739999999995,0.0,1612,1613,1884,1407,1481,1471,0,0,0,0,0,0,0,0,0,0,12.737960000000001,18.32682,2.6612560000000003,243,100,23,43.07,13.8,4.25,-692.5703,269.983,28,28
78030,9/12/2019, 10:01:41 ,1568260000000000.0,1618430,903.1337,0.7446228,6110,5072,4995,0.3752179,0.27182340000000005,-1.982833,0.07973638,-0.06908534,0.21613870000000002,-0.003253382,-0.002307304,-0.002112981,0,0,0.02066266,0.20313820000000002,-7.0387847,106.9219044,1021100,97036,-93,-1851,-365,-175.2923,4.990238,0.0,1601,1612,1820,1410,1475,1462,0,0,0,0,0,0,0,0,0,0,12.597669999999999,18.57903,3.63554,246,90,23,43.56,7.7,2.48,-711.9579,274.8929,29,29
78047,9/12/2019, 10:01:42 ,1568260000000000.0,1618773,902.9664,0.9083937,6108,5067,5017,0.47644659999999994,0.19742320000000002,-1.927914,-0.05983577,-0.16005450000000002,0.09766044,-0.003253148,-0.002306371,-0.002105927,0,0,0.01975168,0.189769,-7.0387851,106.9218128,1022690,98623,28,-1914,-220,-175.1138,5.014643,0.0,1586,1596,1732,1414,1467,1451,0,0,0,0,0,0,0,0,0,0,12.697569999999999,19.014120000000002,3.2255220000000002,248,78,23,43.86,4.73,1.61,-719.2983,277.7281,30,30
78060,9/12/2019, 10:01:42 ,1568260000000000.0,1619051,902.9384,0.7934988000000001,6107,5085,4981,0.49799079999999996,0.1372146,-1.895945,0.02554038,-0.11847200000000001,0.2131397,-0.003255433,-0.0023036379999999998,-0.002097482,0,0,0.01873562,0.1788414,-7.0387833,106.9217644,1023150,99083,88,-1933,-121,-174.9244,5.042969,0.0,1589,1605,1676,1414,1469,1453,0,0,0,0,0,0,0,0,0,0,12.924539999999999,19.24241,3.9526879999999998,249,70,23,44.29,3.06,1.18,-708.7051,279.5827,30,30
78074,9/12/2019, 10:01:42 ,1568260000000000.0,1619373,902.9161,0.7099627,6106,5085,4969,0.5213693,0.07082981,-1.861904,0.1426339,-0.05751987,0.1804319,-0.003256044,-0.002301871,-0.002086852,0,0,0.0191053,0.173681,-7.0387796,106.9217158,1023400,99336,180,-1954,-44,-174.7276,5.070665,0.0,1579,1636,1588,1417,1463,1444,0,0,0,0,0,0,0,0,0,0,12.253169999999999,19.512320000000003,2.1712569999999998,252,64,23,44.6,1.07,0.79,-703.5692,282.305,31,31
78092,9/12/2019, 10:01:43 ,1568260000000000.0,1619730,902.9026,0.7837456,6104,5048,4971,0.5634704,0.04549946,-1.8072689999999998,-0.1383456,0.0258613,0.1785664,-0.003258,-0.00229759,-0.002072922,0,0,0.02412916,0.1785075,-7.0387736,106.9216661,1023410,99342,275,-1972,41,-174.4647,5.108093,0.0,1576,1639,1572,1417,1462,1443,0,0,0,0,0,0,0,0,0,0,12.19678,19.81608,0.5180610999999999,254,60,23,44.8,-1.05,0.69,-680.0011,286.5975,33,33
78105,9/12/2019, 10:01:43 ,1568260000000000.0,1620016,902.9399,0.7806451,6102,5085,4976,0.5401573000000001,0.0207092,-1.757065,-0.2230817,0.08166418,0.2385328,-0.003253716,-0.002289535,-0.0020584139999999997,0,0,0.03326761,0.1863787,-7.0387650,106.9216163,1023200,99135,367,-1982,120,-174.2341,5.139652,0.0,1592,1642,1556,1413,1470,1455,0,0,0,0,0,0,0,0,0,0,12.35065,20.14049,-0.01384735,258,58,23,44.83,-1.61,0.97,-678.7623,288.972,34,34
78118,9/12/2019, 10:01:43 ,1568260000000000.0,1620291,902.9613,0.8340124,6102,5069,4954,0.519169,-0.01857258,-1.6967889999999999,0.06708554,-0.04541369,0.23896910000000002,-0.003252943,-0.002286277,-0.0020501960000000002,0,0,0.03191717,0.192385,-7.0387541,106.9215665,1022790,98722,477,-1991,174,-174.0745,5.160539,0.0,1588,1662,1548,1414,1468,1452,0,0,0,0,0,0,0,0,0,0,12.27923,20.47104,-0.2430511,262,56,23,44.82,-1.73,1.28,-687.9797,290.4441,34,34
78131,9/12/2019, 10:01:44 ,1568260000000000.0,1620613,902.9805,0.9113344999999999,6100,5067,4942,0.5527545,-0.0333582,-1.617216,0.3355671,0.1859431,0.25440999999999997,-0.0032532190000000003,-0.002280778,-0.002039557,0,0,0.02579397,0.2048942,-7.0387415,106.9215197,1022240,98177,556,-1991,255,-173.7738,5.198432,0.0,1575,1664,1556,1418,1461,1442,0,0,0,0,0,0,0,0,0,0,12.923160000000001,20.67739,-1.0121879999999999,265,56,23,44.81,-1.54,1.93,-710.0109,292.54200000000003,35,35
78145,9/12/2019, 10:01:44 ,1568260000000000.0,1620914,903.1694,0.9586899999999999,6099,5098,4969,0.5809338000000001,-0.02582054,-1.537575,0.0723426,0.2023801,0.2639855,-0.003260978,-0.0022828970000000003,-0.002029848,0,0,0.03011954,0.2164716,-7.0387247,106.9214660,1021380,97315,664,-1987,333,-173.5477,5.222663,0.0,1573,1668,1572,1419,1460,1440,0,0,0,0,0,0,0,0,0,0,13.10179,20.98566,-3.4311019999999997,271,58,23,44.82,-1.15,2.5,-725.1278,293.856,36,36
78162,9/12/2019, 10:01:44 ,1568260000000000.0,1621251,903.2589999999999,0.9334222,6098,5053,5012,0.5757552,-0.02960233,-1.457075,0.04571201,0.1170748,0.2201447,-0.0032590320000000002,-0.002275905,-0.002018815,0,0,0.02409722,0.22667649999999998,-7.0387033,106.9214095,1020270,96205,825,-1971,358,-173.3118,5.24685,0.0,1577,1682,1580,1417,1462,1443,0,0,0,0,0,0,0,0,0,0,13.388110000000001,21.40863,-3.3612800000000003,276,60,23,44.82,0.87,4.58,-735.6647,297.1398,38,38
78176,9/12/2019, 10:01:45 ,1568260000000000.0,1621572,903.2786,1.0105110000000002,6096,5082,4962,0.5307611,-0.02620813,-1.374963,-0.1900572,0.1531284,0.2315683,-0.003256674,-0.002271851,-0.0020077339999999997,0,0,0.02772778,0.2349661,-7.0386559,106.9213156,1018400,94330,1117,-1907,313,-173.0803,5.271122,0.0,1591,1683,1596,1413,1470,1454,0,0,0,0,0,0,0,0,0,0,13.838389999999999,21.782120000000003,-2.7648479999999998,281,62,23,44.82,1.69,5.29,-748.3846,297.9596,38,38
78190,9/12/2019, 10:01:45 ,1568260000000000.0,1621869,903.5188,0.9940056999999999,6094,5059,4904,0.5067979,-0.02216191,-1.2948790000000001,-0.3387013,0.02138377,0.1793514,-0.0032576040000000003,-0.002267071,-0.002000498,0,0,0.02755518,0.2370356,-7.0386247,106.9212687,1017780,93710,1314,-1865,170,-172.8479,5.2909489999999995,0.0,1603,1694,1620,1410,1476,1464,0,0,0,0,0,0,0,0,0,0,14.12434,22.46601,-3.5224519999999995,286,65,23,44.82,2.67,6.13,-750.9684,298.8345,39,39
78203,9/12/2019, 10:01:45 ,1568260000000000.0,1622131,903.4981,1.084926,6093,5056,5000,0.42449209999999993,-0.02756934,-1.2493969999999999,-0.2240276,0.23032510000000003,0.1841944,-0.003258306,-0.00226612,-0.001992023,0,0,0.02324286,0.24365720000000002,-7.0385923,106.9212254,1017370,93302,1402,-1832,153,-172.6122,5.309647,0.0,1624,1680,1628,1403,1488,1480,0,0,0,0,0,0,0,0,0,0,14.345089999999999,22.96416,-4.198753,288,66,23,44.83,3.05,6.45,-759.9377,299.1828,40,40
78216,9/12/2019, 10:01:45 ,1568260000000000.0,1622430,903.5487,1.145692,6092,5045,4988,0.38286079999999995,0.01076262,-1.182517,-0.02129002,0.17914129999999998,0.175257,-0.003256968,-0.002259489,-0.001985684,0,0,0.023697299999999998,0.24224339999999997,-7.0385581,106.9211833,1017070,93004,1495,-1783,87,-172.4503,5.3223080000000005,0.0,1628,1670,1636,1402,1490,1484,0,0,0,0,0,0,0,0,0,0,14.507010000000001,23.22588,-0.4080781,293,67,23,44.83,3.63,6.88,-834.1343,299.5414,41,41
78235,9/12/2019, 10:01:46 ,1568260000000000.0,1622775,903.6161,1.1309559999999999,6091,5049,5000,0.5099232,0.0412187,-1.046673,0.2720194,0.2503964,0.104049,-0.0032559,-0.002254517,-0.001977931,0,0,0.02450708,0.2365371,-7.0385219,106.9211428,1016910,92844,1592,-1722,52,-172.2237,5.343083999999999,0.0,1612,1672,1652,1407,1481,1471,0,0,0,0,0,0,0,0,0,0,14.753870000000001,23.455029999999997,-1.9555639999999999,297,69,23,44.8,4.18,7.21,-854.5093,299.6318,43,43
78249,9/12/2019, 10:01:46 ,1568260000000000.0,1623129,903.6295,0.9694219999999999,6089,5051,5012,0.5670956,0.07876507,-0.9818853999999999,0.20839169999999999,0.2125511,0.1116355,-0.003271175,-0.002263447,-0.001980416,0,0,0.02672728,0.229498,-7.0384799,106.9211006,1016780,92714,1700,-1648,55,-172.0316,5.352780999999999,0.0,1594,1669,1668,1412,1471,1456,0,0,0,0,0,0,0,0,0,0,14.7998,23.66606,-1.052991,301,72,23,44.73,4.37,7.31,-863.1493,299.4498,44,44
78264,9/12/2019, 10:01:46 ,1568260000000000.0,1623450,903.6277,0.980482,6088,5056,4998,0.5533347,0.1046094,-0.9267962,-0.2521729,0.08681422,0.1586398,-0.003264517,-0.002256288,-0.001966962,0,0,0.030632599999999996,0.21625450000000002,-7.0383917,106.9210264,1016590,92525,1929,-1470,24,-171.7749,5.3665910000000006,0.0,1595,1653,1692,1412,1472,1458,0,0,0,0,0,0,0,0,0,0,14.138760000000001,24.06495,0.08014043,305,74,23,44.63,4.54,7.39,-862.3951,299.1249,44,44
78282,9/12/2019, 10:01:47 ,1568260000000000.0,1623792,903.6755,0.8421056999999998,6085,5078,5020,0.48857559999999994,0.08738407,-0.8714046,-0.18224649999999998,-0.0370175,0.2508222,-0.003259962,-0.0022513620000000002,-0.0019496670000000002,0,0,0.03155639,0.20655189999999998,-7.0383418,106.9209910,1016590,92523,2030,-1374,-6,-171.3769,5.388509,0.0,1612,1660,1684,1407,1482,1471,0,0,0,0,0,0,0,0,0,0,14.510179999999998,24.34668,0.0312804,308,74,23,44.69,4.96,7.48,-865.9224,297.2808,47,47
78295,9/12/2019, 10:01:47 ,1568260000000000.0,1624130,903.6433,0.9599385,6084,5086,4976,0.45776300000000003,0.07451014,-0.8013734,-0.10776600000000001,0.06019466,0.1973449,-0.003263797,-0.002254183,-0.0019402339999999999,0,0,0.02840444,0.2028066,-7.0382821,106.9209530,1016590,92521,2112,-1285,-14,-171.0849,5.400183999999999,0.0,1618,1663,1684,1405,1485,1476,0,0,0,0,0,0,0,0,0,0,13.940129999999998,24.63555,-2.063792,312,73,23,44.71,5.09,7.48,-872.6969,296.4276,47,47
78308,9/12/2019, 10:01:47 ,1568260000000000.0,1624430,903.6327,1.124845,6083,5075,4908,0.4594718,0.05838235,-0.7216092,-0.01863629,0.1869558,0.20809139999999998,-0.003257985,-0.0022474129999999998,-0.001929295,0,0,0.02735457,0.1986464,-7.0382277,106.9209220,1016640,92578,2187,-1192,-32,-170.8483,5.413309,0.0,1618,1670,1692,1405,1484,1475,0,0,0,0,0,0,0,0,0,0,14.249970000000001,24.84616,0.7561243000000001,316,73,23,44.77,5.23,7.45,-888.0556,294.9953,48,48
78321,9/12/2019, 10:01:48 ,1568260000000000.0,1624730,903.6519,1.01548,6082,5033,4966,0.4626731,0.08146156,-0.6577309,-0.01717078,0.2839243,0.15535970000000002,-0.0032524679999999997,-0.002243426,-0.0019178420000000001,0,0,0.03557308,0.1919184,-7.0381758,106.9208956,1016760,92691,2256,-1096,-59,-170.6506,5.420417,0.0,1617,1658,1692,1405,1484,1475,0,0,0,0,0,0,0,0,0,0,14.46974,25.0416,0.5605464,320,74,23,44.71,5.28,7.34,-922.1105,293.3053,50,50
78339,9/12/2019, 10:01:48 ,1568260000000000.0,1625051,903.6298,1.213502,6080,5070,5012,0.5116609000000001,0.09839325,-0.5919861999999999,0.2570308,0.16054200000000002,0.15522220000000003,-0.003274955,-0.002256785,-0.001922862,0,0,0.03326958,0.17660320000000002,-7.0381185,106.9208699,1016960,92892,2318,-991,-83,-170.4057,5.432508,0.0,1605,1653,1692,1409,1478,1466,0,0,0,0,0,0,0,0,0,0,14.876710000000001,25.21057,1.421978,325,74,23,44.58,5.19,6.95,-944.8883,289.9828,52,52
78352,9/12/2019, 10:01:48 ,1568260000000000.0,1625390,903.5779,1.185268,6078,5075,5020,0.5614769000000001,0.108597,-0.5275276999999999,0.2070717,0.12115539999999998,0.15869460000000002,-0.0032660890000000002,-0.00224984,-0.0019136239999999998,0,0,0.03245823,0.156986,-7.0380610,106.9208474,1017230,93165,2371,-872,-110,-170.2076,5.444426999999999,0.0,1596,1652,1700,1411,1473,1459,0,0,0,0,0,0,0,0,0,0,14.97446,25.28445,-1.2843120000000001,329,75,23,44.55,5.01,6.75,-945.8739999999999,288.4274,52,52
78367,9/12/2019, 10:01:49 ,1568260000000000.0,1625713,903.5089,0.8997751,6076,5078,5003,0.5854401,0.1205024,-0.4494916,0.05018027,0.16507650000000001,0.21853270000000002,-0.003257296,-0.002245268,-0.00190211,0,0,0.03009735,0.1311121,-7.0379387,106.9208113,1017630,93565,2476,-612,-66,-170.0045,5.451757,0.0,1591,1647,1708,1413,1470,1454,0,0,0,0,0,0,0,0,0,0,15.273710000000001,25.4029,0.8433343000000001,334,76,23,44.5,4.91,6.52,-943.4538,285.8549,53,53
78380,9/12/2019, 10:01:49 ,1568260000000000.0,1626014,903.4923,1.0683,6075,5061,4969,0.6220348000000001,0.11170219999999999,-0.3754874,0.04175474,0.009983907,0.1905965,-0.0032433009999999996,-0.002237489,-0.0018875729999999998,0,0,0.03013595,0.1019216,-7.0378750,106.9207985,1017770,93708,2529,-462,-59,-169.7784,5.4589419999999995,0.0,1583,1658,1708,1415,1466,1448,0,0,0,0,0,0,0,0,0,0,14.268279999999999,25.607570000000003,3.1465259999999997,338,76,23,44.54,4.91,6.42,-944.4773,283.9283,54,54
78397,9/12/2019, 10:01:49 ,1568260000000000.0,1626332,903.5188,1.0120639999999999,6074,4916,5010,0.6135916,0.09802645,-0.31736929999999997,-0.008245068000000001,0.14829170000000003,0.1876251,-0.00323963,-0.002237191,-0.0018775229999999999,0,0,0.03384649,0.07123902,-7.0378058,106.9207887,1017850,93788,2570,-330,-12,-169.5682,5.462733999999999,0.0,1588,1662,1708,1414,1468,1452,0,0,0,0,0,0,0,0,0,0,14.316510000000001,25.817079999999997,1.018651,342,76,23,44.63,4.97,6.22,-965.1754,278.4945,56,56
78412,9/12/2019, 10:01:50 ,1568260000000000.0,1626690,903.5554,0.9447235,6071,5064,4923,0.5791489000000001,0.09286868,-0.23313330000000002,-0.2119001,0.15387889999999999,0.2221375,-0.003230498,-0.0022330329999999997,-0.0018641489999999998,0,0,0.0308403,0.04824964,-7.0377450,106.9207831,1017840,93776,2597,-207,1,-169.2968,5.470096,0.0,1595,1665,1708,1412,1472,1458,0,0,0,0,0,0,0,0,0,0,14.910020000000001,26.023770000000003,1.1534790000000001,347,76,22,44.66,5.2,6.23,-980.9568,274.8903,57,57
78425,9/12/2019, 10:01:50 ,1568260000000000.0,1626990,903.5671,1.06461,6070,5067,5022,0.5828768,0.07842111,-0.1388853,-0.05150028,0.10063380000000001,0.2687268,-0.003223311,-0.002229736,-0.0018560679999999998,0,0,0.03319622,0.03073136,-7.0376785,106.9207804,1017820,93756,2620,-60,5,-169.1107,5.475814,0.0,1600,1668,1716,1410,1475,1461,0,0,0,0,0,0,0,0,0,0,14.699670000000001,26.18366,-2.0585869999999997,352,77,22,44.7,5.46,6.25,-998.3436,270.98,58,58
78440,9/12/2019, 10:01:50 ,1568260000000000.0,1627330,903.5947,0.9473425,6069,5028,4993,0.5692305999999999,0.0830686,0.01932365,-0.08062299,0.15336029999999998,0.22838119999999998,-0.003216982,-0.002227348,-0.001846934,0,0,0.03532088,0.03686094,-7.0376068,106.9207819,1017770,93704,2634,113,-11,-168.9535,5.475807,0.0,1599,1666,1716,1411,1474,1461,0,0,0,0,0,0,0,0,0,0,14.522079999999999,26.347140000000003,-0.6769966,357,76,22,44.68,5.66,6.29,-1010.304,268.1998,59,59
78453,9/12/2019, 10:01:51 ,1568260000000000.0,1627590,903.5325,1.0190290000000002,6068,5033,5005,0.5816872,0.10309510000000001,0.09756841,0.1086578,0.1658628,0.14199720000000002,-0.0032090440000000003,-0.00222379,-0.001838776,0,0,0.03431197,0.05679902,-7.0375355,106.9207882,1017760,93693,2635,268,-6,-168.8042,5.479274,0.0,1599,1663,1724,1411,1474,1461,0,0,0,0,0,0,0,0,0,0,14.279910000000001,26.49186,-0.5833851999999999,2,77,22,44.67,5.92,6.31,-1001.43,263.7713,60,60
78472,9/12/2019, 10:01:51 ,1568260000000000.0,1627972,903.5329,1.0967879999999999,6065,5049,4962,0.6414576,0.1109701,0.1660369,0.08661619999999999,0.12451110000000001,0.1530497,-0.0032023459999999996,-0.002221589,-0.00182673,0,0,0.03759687,0.09025552,-7.0374070,106.9208105,1017690,93620,2583,592,-25,-168.602,5.478761,0.0,1586,1668,1716,1415,1467,1450,0,0,0,0,0,0,0,0,0,0,14.63429,26.52876,-0.2938105,7,76,22,44.55,6.47,6.39,-1024.856,255.7095,62,62
78485,9/12/2019, 10:01:51 ,1568260000000000.0,1628269,903.4655,1.225344,6064,5049,4991,0.6373946999999999,0.116145,0.2304444,-0.01347256,0.09956324,0.1463692,-0.003197189,-0.0022199389999999998,-0.0018186370000000001,0,0,0.04023041,0.12047709999999999,-7.0373420,106.9208287,1017760,93696,2530,774,-53,-168.4389,5.474851,0.0,1588,1666,1716,1414,1468,1452,0,0,0,0,0,0,0,0,0,0,14.650360000000001,26.493009999999998,0.9152529,10,77,22,44.52,6.69,6.35,-1027.281,250.4483,63,63
78498,9/12/2019, 10:01:52 ,1568260000000000.0,1628551,903.4324,1.249321,6063,5053,5032,0.5725906999999999,0.1170173,0.2906111,0.05616105,0.18557379999999998,0.2600257,-0.003198421,-0.002222547,-0.001811017,0,0,0.04481127,0.1449964,-7.0372834,106.9208490,1017890,93827,2487,895,-55,-168.2675,5.467617,0.0,1604,1664,1716,1409,1477,1464,0,0,0,0,0,0,0,0,0,0,14.90055,26.459090000000003,2.051266,14,77,22,44.53,6.72,6.26,-1034.66,246.8219,64,64
78516,9/12/2019, 10:01:52 ,1568260000000000.0,1628915,903.475,1.4870889999999999,6061,5038,4983,0.5373412,0.1053353,0.3866598,-0.07320441,0.15243520000000002,0.24164120000000003,-0.003190762,-0.00221931,-0.0018014670000000002,0,0,0.0408015,0.1637339,-7.0372168,106.9208761,1018160,94092,2411,1044,-98,-168.0856,5.463292,0.0,1611,1662,1700,1407,1481,1470,0,0,0,0,0,0,0,0,0,0,15.0292,26.362890000000004,-1.2879200000000002,19,75,22,44.59,6.59,5.87,-1043.938,237.2121,66,66
78529,9/12/2019, 10:01:52 ,1568260000000000.0,1629215,903.4393,1.510792,6060,5085,4964,0.4786265,0.10356040000000001,0.4906554,-0.3403312,0.26596420000000004,0.32538870000000003,-0.003196073,-0.002224346,-0.001802999,0,0,0.04078847,0.18418199999999998,-7.0371606,106.9209025,1018410,94348,2351,1132,-95,-167.94,5.461380999999999,0.0,1621,1661,1692,1404,1486,1478,0,0,0,0,0,0,0,0,0,0,16.428810000000002,26.156,1.515366,25,74,22,43.31,6.41,5.58,-1042.288,231.2259,67,67
78542,9/12/2019, 10:01:53 ,1568260000000000.0,1629529,903.3845,1.2723520000000001,6059,5096,4991,0.5186144,0.08073925,0.5698287,0.2626108,-0.06574836,0.2358654,-0.003191245,-0.002221191,-0.001800948,0,0,0.04196073,0.2024008,-7.0370990,106.9209353,1018800,94738,2241,1262,-175,-167.8536,5.46148,0.0,1614,1661,1676,1406,1482,1472,0,0,0,0,0,0,0,0,0,0,16.488139999999998,25.82164,1.749797,31,72,23,41.93,6.17,5.3,-1037.178,227.2179,67,67
78557,9/12/2019, 10:01:53 ,1568260000000000.0,1629850,903.3768,1.423058,6057,5030,4986,0.617826,0.07843304,0.6391208,0.22738150000000001,0.28898240000000003,0.1636562,-0.003184938,-0.00221845,-0.001803382,0,0,0.04434645,0.23887020000000003,-7.0370437,106.9209698,1019290,95225,2137,1383,-165,-167.75400000000002,5.465224,0.0,1567,1664,1684,1420,1457,1435,0,0,0,0,0,0,0,0,0,0,15.7594,25.476760000000002,-0.047329500000000004,35,72,23,39.71,5.64,4.78,-1011.673,221.0067,68,68
78571,9/12/2019, 10:01:53 ,1568260000000000.0,1630130,903.2819999999999,1.2950780000000002,6055,5056,5000,0.6546408,0.1133117,0.7045299,0.02210128,0.21365389999999998,0.06632285,-0.003182963,-0.002218158,-0.001803203,0,0,0.04943834,0.26415690000000003,-7.0369952,106.9210047,1019680,95619,2020,1502,-159,-167.6867,5.465376999999999,0.0,1559,1655,1676,1423,1452,1429,0,0,0,0,0,0,0,0,0,0,16.01551,24.851020000000002,2.9443029999999997,42,72,23,37.7,5.34,4.47,-1006.8539999999999,216.7538,69,69
78589,9/12/2019, 10:01:53 ,1568260000000000.0,1630450,903.2789,1.188672,6054,5053,5010,0.6210241,0.12734700000000002,0.7527109000000001,-0.25199920000000003,0.1505641,0.15328640000000002,-0.003177668,-0.002216391,-0.0017989120000000002,0,0,0.05336505,0.2741317,-7.0369035,106.9210856,1020470,96406,1764,1694,-138,-167.5312,5.453365,0.0,1564,1644,1644,1421,1455,1433,0,0,0,0,0,0,0,0,0,0,16.48555,24.43287,1.225152,45,67,23,32.45,4.63,3.74,-976.5219,205.8017,70,70
78603,9/12/2019, 10:01:54 ,1568260000000000.0,1630752,903.2589999999999,1.159646,6052,5062,5008,0.5542001,0.1224251,0.8075207,-0.28250290000000006,0.1273278,0.2178095,-0.003172372,-0.002214036,-0.0017930420000000001,0,0,0.05140777,0.27977540000000006,-7.0368637,106.9211269,1020800,96734,1662,1745,-122,-167.4085,5.437266,0.0,1575,1647,1620,1418,1461,1442,0,0,0,0,0,0,0,0,0,0,16.12741,24.03289,1.357162,49,64,23,29.86,4.23,3.34,-949.5907,199.1342,71,71
78618,9/12/2019, 10:01:54 ,1568260000000000.0,1631071,903.1722,1.2143760000000001,6051,5053,4986,0.4305375,0.06753015,0.9449586,-0.294304,-0.01313821,0.21083870000000002,-0.003165545,-0.0022109210000000002,-0.001789915,0,0,0.05158485,0.2871017,-7.0368255,106.9211696,1021030,96965,1577,1784,-71,-167.2744,5.4212050000000005,0.0,1573,1651,1604,1418,1460,1440,0,0,0,0,0,0,0,0,0,0,15.50169,23.631729999999997,-0.1591582,54,62,23,28.67,4.01,3.13,-929.3633,194.695,71,71
78635,9/12/2019, 10:01:54 ,1568260000000000.0,1631415,903.2191,1.152261,6050,5101,4988,0.4524465999999999,0.0428847,1.004918,0.2895257,0.06514391,0.22771220000000003,-0.0031780999999999997,-0.002221238,-0.001801114,0,0,0.04656706,0.2980592,-7.0367844,106.9212194,1021220,97151,1473,1826,-50,-167.1539,5.408407,0.0,1566,1663,1588,1421,1456,1434,0,0,0,0,0,0,0,0,0,0,15.058639999999999,23.2751,0.6144122,58,62,23,24.88,3.75,2.82,-934.9253,183.5956,72,72
78649,9/12/2019, 10:01:55 ,1568260000000000.0,1631752,903.1538,1.112101,6047,5069,4981,0.43495079999999997,0.04444491,1.060443,-0.2463308,0.08975116,0.14645999999999998,-0.003179719,-0.002222891,-0.001800753,0,0,0.04706741,0.3178208,-7.0367496,106.9212658,1021290,97229,1364,1871,-35,-167.0627,5.38736,0.0,1556,1666,1596,1423,1451,1427,0,0,0,0,0,0,0,0,0,0,14.57799,22.92095,0.9531736999999999,61,61,23,22.02,3.76,2.76,-908.6115,177.1091,73,73
78663,9/12/2019, 10:01:55 ,1568260000000000.0,1632071,903.1425,1.008356,6047,5078,5000,0.3593102,0.05192764,1.110317,-0.39220479999999996,0.044944300000000006,0.1675816,-0.0031770120000000003,-0.002222323,-0.001802959,0,0,0.0400898,0.3262955,-7.0366886,106.9213599,1021350,97288,1179,1924,-27,-166.9575,5.367573999999999,0.0,1555,1659,1588,1424,1450,1425,0,0,0,0,0,0,0,0,0,0,14.35896,22.57895,0.6021104,64,60,23,20.21,3.82,2.74,-901.4175,170.4584,73,73
78682,9/12/2019, 10:01:55 ,1568260000000000.0,1632470,903.1609,0.994693,6044,5064,4998,0.2969389,0.04731671,1.1591,-0.13829029999999998,0.05709925,0.2045406,-0.0031675970000000003,-0.002216112,-0.001799029,0,0,0.042484,0.3316841,-7.0366602,106.9214095,1021410,97342,1108,1933,-22,-166.8568,5.337056,0.0,1560,1656,1580,1422,1453,1429,0,0,0,0,0,0,0,0,0,0,14.1118,22.25733,-0.2403632,67,60,23,16.79,3.9,2.67,-871.7760000000001,161.6736,74,74
